Numero_Vente,Identifiant_Client,Identifiant_Produit,Quantité
bd35ce81-ca42-48ce-8e39-afeb2c07b56c,341,120,5
3feaa448-7dda-475a-8dae-df6018e8f2f2,405,89,1
0f68f60f-ff8c-42bd-958b-c49d9d292892,101,53,3
de60be69-a10a-48de-b696-1ce8ed303439,320,183,2
d54d2d0f-8869-42b7-994e-3ad65e58703d,827,129,6
0e88a5bb-683b-41d2-92ca-5ede7a07de33,668,287,4
1d973ae9-e8be-4e4d-b33f-fb309dae9baa,144,171,5
b5c9d24a-3caf-49f8-9653-2536121434d9,576,171,1
ea48978c-7432-49c3-8144-a0054ba378ae,160,400,4
b94961fb-467e-4e12-9234-167b0f706da4,60,308,8
6c874c41-0923-4db9-b159-c22ebd672e15,570,169,3
9d62891a-5547-4aee-9926-378f8262bb0a,537,125,5
7134abec-88d2-4e16-ae88-8bd028978563,358,90,1
811c1b0a-de0d-40ee-ada8-7246525592b8,360,305,1
eda5698a-cb73-437a-8fec-817b5c65b757,766,246,2
4f21bd99-bfb5-4a44-ab5e-1eaeba6b6186,362,293,1
821bb705-e697-41c9-bbd2-e71a5c63897f,653,147,9
6107556c-74d2-45a3-af71-cf8f0eb4ca7b,910,179,8
1ca567c1-8234-4f36-90ec-ae8f8ff0ebe9,716,278,1
919957ba-21e1-49d8-844e-a3c2e89c2fc4,170,417,3
630e987d-c24d-4f12-86b7-de56bbc91c4e,408,52,3
22965bc6-9d2b-4d3a-9aee-2cd8279ea631,909,163,3
18188391-cc7c-465f-8f5e-fe99c8424086,663,323,4
8cc0ac47-5220-46ac-9777-f839fd152339,950,100,5
e839f678-0dc8-412d-bfb5-9310e26556c2,501,24,5
91cd7785-8859-4814-983f-3619ff50e3d9,80,308,1
bc939588-bbf5-4bad-8ab4-ee28ef42994d,260,415,7
6568ad05-097b-44dd-8d0a-67fddc3959f0,615,138,1
2254e706-4b90-4ac4-a6a3-c5ad4de6ad98,425,58,2
4756c4ec-5e86-4cc6-8155-37917e331003,3,486,6
98879d90-d24d-4374-ab24-fd4043ba35ff,397,228,1
afbffca7-801a-4101-b91e-96a762c1b883,862,290,1
60f287ca-4053-497b-8afb-69537537226b,304,80,7
ba2bf69a-4eec-48c9-8d22-145d92d77d11,890,434,4
e4f207e5-5e12-4996-ad0c-a4e2b24c8813,646,365,9
d4089368-3b5d-4aba-be3d-9ecf8dcf9b19,876,135,1
ea8f2c5b-6fc8-4bfc-9c05-085b132fc7b4,917,271,9
b28829ea-0cfc-4e94-ae89-e153bb6844bf,205,191,8
42bdd622-4170-43dc-a692-6c1ca5dfa542,47,476,9
9b130e36-637c-45a6-b937-5982469eae5e,196,444,8
dc838642-5d9d-4734-ab1f-a6c99c6a79de,890,332,5
d03b8405-afd1-4798-ad4b-d7b7bca11f9e,533,172,3
5a1b6296-79c0-4d3f-b8ce-8a32ed414bf5,849,290,3
68665814-a971-4739-8e29-f69f4b24d157,332,354,5
039bb761-6ec0-4187-9ae9-de6814d202fe,116,460,3
8430092b-7027-4a1b-8477-481cab56719d,591,351,3
e5e35dab-2d53-4e44-bb1a-8e9fbb093e35,11,346,6
82cabdf7-09a0-476f-9878-51514477703d,920,472,6
72f36de5-387c-4aef-bdc7-d7cf71b4a81b,273,465,8
54005fae-b11d-4e32-8395-ceaee1a559f2,332,189,9
f04b0b08-b778-461e-9d0a-c8bb76740bf0,877,222,1
6bc2ab1a-8327-4f7d-9624-35d4340497b8,307,124,2
de623b61-f068-401d-9abb-d3132c11ec77,810,50,3
c160c4a0-3958-47d4-9a72-c52fae05782e,815,224,6
e2066572-d05c-4d29-92d9-5d8909c621ce,500,281,8
113519e3-4ece-42e6-be89-dec9cdd268ad,358,266,7
8307feaf-da06-4c33-ad3c-cb3ec07a6ecb,595,330,5
135a5e84-c0fb-490b-b794-c3dfc86484d0,711,469,3
082b5d2d-2edf-41c7-89ea-cdd1ac7661ea,831,9,2
5a9860dd-27b1-48c8-a40d-ccaa74dff9ac,179,235,4
73926d89-7abe-4097-ad44-e8eb88cb1619,443,334,1
1f2177e4-9af4-4c07-9599-1ea3b77a4c18,427,185,2
c6a397e0-5bbf-4925-8650-4a6b18385942,976,108,6
2f6881a7-b033-45cb-b9c1-336e5c099145,412,355,2
5ec6e5c1-fa7d-49ee-83f2-f8759682a7f6,8,313,3
00ad7216-03fc-48ad-aa75-8ae3601b1fa8,165,422,7
25f8cc4b-e47b-425f-8ea0-52b3e672b2f6,307,376,5
1d6f367c-fe8a-4f95-951c-386f2e10a25c,62,250,8
8b6cf625-928a-4f80-847e-e3edcc2830b9,105,290,4
f4290890-6139-4973-a6ff-8d9151d32776,342,188,3
f06a143f-f8f6-4279-8f8a-e96431a31a8b,268,325,8
df135a7e-0ade-402a-96d8-3d9a1f53b524,1000,207,4
3edfbbbd-61e2-4015-83ae-58600c184a7c,20,363,7
92929440-d71b-4e8f-b495-17365b54656e,696,445,5
df44171a-0466-4cc1-8ecd-50fe3191a9ad,405,469,3
fa77a12d-6677-4ca4-b5bd-0996e2068a10,338,39,7
4a482288-e096-46ec-bed0-03f08dc1766b,575,175,2
b7ce13c2-e533-4ca1-a530-bec9886febf7,9,495,9
4b947fc2-8e7b-4f28-ad45-99387e665074,130,142,1
37b9a185-87c3-4835-9f99-5538c35ed678,837,208,8
719b70ad-3af2-457c-a74a-280fb082f002,826,73,9
67d85387-0424-4626-8654-b78502769048,202,72,2
77710417-bb10-47b7-9c96-a7d754625f34,6,163,5
a724dd84-e159-4d1c-8d43-7c1f2ec62b96,268,454,4
925505b6-17b8-410d-aa03-8f7255a27628,504,475,5
fc85bd10-3c0a-42b2-81ff-4e52585889b5,133,431,5
da690741-966a-4796-8e34-bcd4ecbbddfc,927,153,9
2265f583-9d34-4b85-8177-30f9feb183ef,879,77,9
9563d7e0-a1be-426f-9b06-528b1de3be7e,493,273,3
200fd8b6-2b33-4d40-b6a5-b0e8a2516afb,789,291,3
366af8b4-9925-4b0a-bd82-97144ccb8fd1,353,486,7
802f4130-10ca-44f1-809d-6b84777c3e31,550,377,9
f8527098-eb60-44be-a6b5-beacfff40d90,958,129,5
6e488ddd-f236-4bf9-9310-95024d5fdcff,420,347,3
a85de737-8679-4337-b43f-ed36cf249188,664,162,5
6b40bcf4-5bac-4047-85a5-711badf29906,105,216,6
571fb0f4-6a0a-48c0-9433-80dea3bbf83b,669,205,2
0b9aac21-8e95-4647-bade-ee987cda6090,112,227,4
0019b171-f3cf-4203-8284-6c3c857894e7,206,184,7
8beba01a-2afa-4cb1-95ac-cbb7fed61990,766,205,5
1fce3eb7-c62b-418b-a648-5efb6c7c3dca,901,52,4
30f6fdb5-5943-40d0-a8bf-4ce0bbc3839a,206,389,8
8c27c371-acd8-4351-85c4-7a174ec5c9cf,882,410,7
3bd04862-e71e-4d52-9e21-5c79d38d2c9b,417,97,4
964fb6aa-5cba-4fe6-bd18-30aa7ca2ae3b,868,209,5
d2dc207c-3773-478d-95d0-c07fad65b817,853,87,6
0728de71-254d-4d4d-aae9-11fe9e2689ba,393,386,3
bdad9196-6ffe-48d1-bda7-bd2fa1fca716,520,70,4
92e949fb-ef25-4799-afcd-39db1c472044,397,45,5
530b3137-91a6-4f0f-9356-53e4c25a4061,700,281,6
cd499d7a-950a-447e-8db0-9e05c2218ae5,333,391,5
74aa607c-277b-4fee-9059-6a9090f80f99,324,446,3
222cec60-ee9d-4f8a-abc9-4e6afc2aef47,246,330,8
4b3a600e-adf7-4003-a477-6d42f3a5bc6e,247,73,5
6d3618e5-44ec-43ab-9cac-08e42aef20c7,213,308,5
a0b5d10d-1e6c-4602-bca8-132152f60a34,171,59,2
4d027f28-5472-410d-9dc9-58cb3a9d6a4a,688,98,4
2add5099-5406-4531-9912-892e0d616627,159,261,5
8ad4e679-1643-4781-9e17-361c1468942a,279,167,9
d12d2363-cdb5-4fee-bdf0-1c9d3604af71,644,244,4
9c50eed6-ecd5-4443-beff-be3b1f2af2d1,335,389,9
e8140d35-38e9-45f7-8345-0501d66c25a6,174,75,4
5625f7ad-dbad-4d5b-8a36-50677aae89b1,828,113,1
7cbd0366-eee8-4e37-848a-00cb7ce1d5c0,797,212,2
9d48956e-d97d-4a37-9775-88d558907018,563,373,1
deb77d7b-dcc2-4d19-8708-30c07da32bc8,931,6,5
f395e119-4d25-4366-a214-13911c41f6bd,76,68,8
98b91eb9-5fea-41a3-b78d-153c3d92ea2f,115,121,1
64c4bb26-3c9f-43a9-a8a5-c1c07ed2f731,851,328,4
512068a3-7427-49f0-bfff-37419dfe6d74,286,19,1
2134bf6f-b250-4190-bc67-135df1c34fd2,687,150,4
dfbefba7-3b72-419d-8860-ad90d0a9a239,907,29,2
03c4e806-81e0-4277-a8a8-55d1e34151e3,622,110,7
5f1973bb-82f6-41d6-b2d5-c571ed6eb6de,532,193,7
0f874517-5dd9-4512-b423-2caccb729cb0,383,453,1
b2d66cd5-1d93-4de3-bb12-33767aaf8e05,741,217,6
7d1fd7e2-5b42-4bd3-980b-24f582821bd7,420,239,1
654adff6-33bc-4d3d-9f0e-d547f760b19d,940,223,1
ad3ea70c-6724-4329-9b6a-650740100eda,240,2,6
32f6536b-3357-4869-892e-50b321711268,280,294,8
459d0a0a-4fec-4fa8-a562-f8ee4d5a3afd,412,77,8
74ad48d6-de0e-473a-aab1-57df557e8471,681,160,3
a9c39b94-3dd2-4b6f-9728-09aa7d353425,504,315,8
1f2ba9b6-afb0-4914-bfaa-5dfc66610fae,270,401,2
8c2ce2e3-a8ba-41dd-ab95-7068c356289f,79,238,6
c93e6534-949a-49e7-8dba-e789e2aa780d,345,61,8
134595c5-05fd-4bf8-988d-7f1794c9876d,844,353,1
eb71ca16-5547-44f3-9762-0d5171d71d7d,20,63,4
a4037d1e-a614-4b2d-9832-9cff4315b41a,971,349,7
74149889-a4d4-457d-9162-b1f037d9b216,277,143,9
2f6fe29c-987c-4bd4-aaac-7db406db342e,296,240,7
5cc246dd-3563-4ef5-a7c1-8bfc37e53124,564,203,4
93f05ebd-4067-49cf-a053-132088d35fc5,443,438,4
8f618679-3e3c-42d3-9869-4d8474c98cb3,602,352,8
350225cd-b9f9-4538-b1f1-5d7e1dd65074,624,67,2
37cf0bd6-260a-42a2-8dd7-0d660e9345b8,581,46,8
0dc7f18b-bb81-479b-9029-f2988b6e891b,98,229,9
9e12ccdc-5b9d-459b-885d-aa82ffb4bbdc,631,427,8
e9bb7729-efa6-4043-87aa-7fc6b56c9e24,739,11,4
a9fef98e-c01d-41e1-8ff5-39f9c73de409,334,13,2
5f16a861-eb36-4d25-aef7-3cd2238d2d28,144,207,4
430cadd2-8431-44b6-9160-d508cd2cedd0,263,243,6
6430f81e-f5d5-4501-85c4-90e2fd631323,572,246,6
b92abf6e-4b0f-4d48-a019-a9067b367aad,168,71,8
0968e7b9-691b-4059-b9f7-d6227c2bc5fb,952,26,2
f9695e32-d118-4614-b0c7-c386df3f6915,231,318,3
271d760c-f74c-427a-807a-d9fe812590bc,14,10,5
1b60b635-52f2-4905-a312-bf48368c260d,359,106,5
4585ed94-bc7d-4f42-946b-922dbfbe08a3,912,28,6
13f18c93-500f-4a74-9d5b-dc8a58024956,582,398,4
505da2f0-0679-4a8c-9c87-3a7c5420464d,305,293,1
a91a8bce-859e-4a57-b1c2-aedb542b9f53,503,169,7
1c99b66f-8a00-4d49-b0b4-e643622de53b,899,31,6
b8a18418-c313-45ea-88d2-0fac75e351c3,57,251,1
edef37f9-1a6e-418f-b635-537ef099225f,563,81,6
29bfb185-81e9-45e1-b3b4-566098a5309a,304,93,9
0d86c49b-ee17-40c5-aa5d-fec13d2514df,337,203,5
3be86974-f4c1-41f4-88da-b099ef69288b,811,364,1
1b29c416-bb40-4785-8bf8-5b417951a0b4,161,160,8
40af25ac-dc65-4e72-81a1-58d9b4849c15,753,287,2
7dd483da-e6eb-439e-83a7-03aec8bae839,956,293,8
eafd9621-9e52-424b-9c00-50a34f48649b,133,376,9
d722cedc-7737-4107-ab0f-d869f9029ce1,966,291,4
09714cd7-e809-4ea6-8103-30b345e87dfd,750,34,4
fe4733f1-744e-4b5d-820c-d2bbdfddfe17,495,411,9
f949383e-ab36-4ec6-9ad3-b13fd1d1afae,803,213,7
f554f7d5-5f13-4842-8035-dedd62e96adf,510,169,5
ea2bfc83-e431-4045-b6ec-44e08ccd0d12,323,378,1
92c7f782-09aa-4d4a-9f14-1e68582eb4ac,566,147,4
83cae6be-21ab-4295-84af-376c750956b1,780,253,9
e7e033ec-a316-4c7c-8108-773d147073f6,918,214,9
b07855fe-3d7b-438a-92db-0e13b2d93347,263,159,2
c01c69ca-d12d-48e0-881d-e1182a700449,376,152,2
27dc9988-7823-41f0-96fb-19f0a65d3de1,173,382,7
c7d5ed00-e462-4602-9965-728059cfc097,181,433,7
24445015-b5ea-4368-b8d9-385a307cc33a,756,436,1
1ccbbaf0-acbb-4ff7-a987-4df3d876c0d9,145,27,9
62a00354-20fb-408d-8212-42c274495e9e,825,442,5
65e4d824-65a2-45d7-afc0-b495ca92e9ad,131,110,2
e2255377-14a7-445f-9c79-c1c2dac343c3,749,119,8
bfbdb912-a449-4ad9-b06b-203dbf27647a,517,416,4
ae586820-3caa-477c-a33a-529260f8b569,887,50,1
6ab4d376-81d8-4631-ac78-0952c47d9909,123,465,1
4c383c98-dd21-4c7f-80a9-3a97765dae38,462,332,4
586a2d9e-299c-4177-bb5b-6fd18574d72d,911,481,2
30f73790-3bf2-4f3b-acb9-6395728d92bd,74,273,5
99f8fcfb-597e-4e48-b28c-66d2adb86a22,983,387,1
acac3728-b4be-489c-b89a-9c7bec64f640,487,173,4
570faa4c-7879-4443-98b0-eeadcb4194c8,71,199,1
d786545c-478a-47a5-bbb0-e6c648d1e9a6,779,334,9
8a5956d6-181a-461c-a72d-043c8fda81f3,83,495,7
ddc3a4a7-4953-4419-b345-d313c0d5355d,936,395,8
889990d6-29ee-453a-b40a-68561d0c7980,111,261,6
ec5118bd-8174-4bf2-88bb-6d75ecee9d2c,21,135,4
d628a7d9-f425-4793-a9a5-1e3e50c46d8d,387,420,6
8521a9c5-6cb7-4481-97fc-71649eed35b3,943,268,1
bcfc4fb9-39ce-426d-ad07-30763b96e4f1,727,307,1
ef31cb8f-7815-459e-9a1e-d6a666dcaf68,429,193,7
d94af9ab-0910-4898-a961-42f6b47aeec6,212,479,4
37eb7b2f-9af9-40c1-a9e2-73057c5f700a,497,342,4
1e907083-ac9e-4a1f-87ed-463d30e3e25f,1,421,5
33a80ca3-70cd-475c-a132-906ff1612c55,628,335,2
9cf746cb-cc19-41df-b800-ff83c8167722,703,340,7
6aea431b-4038-4eb3-a3de-73df6c58d0c7,742,72,4
1475e482-0f4b-4674-bd06-22ece383ba97,645,158,8
d94992de-b429-4382-a303-876d0d00d991,322,259,2
223ba7ad-ac13-419b-97e3-d98d620cef36,586,154,6
1eef8aa3-6bc9-4788-a212-1bcff514036e,860,263,4
dff78527-9167-4f7f-80ee-cf898fa0acc8,670,110,7
4f97f2e6-b91d-4b82-9bfa-19fa9e1b53b0,492,155,8
a33ea14d-54c4-4092-b19c-d46e581182ff,573,360,5
605268a6-4c8b-4299-9ed1-06466db35909,362,351,1
ff052ac4-80b5-4cbb-9abf-02b7a172d42a,361,212,5
53f975d7-5127-4ee6-b2f0-02b55ce6642b,934,317,3
92ded732-a9ff-4351-8662-bac5ad360edd,192,59,8
ec48c268-e6aa-4249-beb7-41e9c1092f9b,372,196,7
9e569b67-6157-4e9a-8399-88a0c19845db,256,357,1
6a7707a3-01ea-42c1-bfa8-0d3aa2838fa8,838,139,4
f582b65d-0100-4ab1-9b1b-e7ff6b8d204f,786,185,3
53c3fae8-9eed-4d3c-a88b-747fba029180,853,418,2
da91088b-d88c-49c1-85e9-6ff203d183fa,445,376,4
4b5ad5b3-8e04-487a-8137-c20985b85796,829,62,6
b2ad9fc9-0934-4f40-a426-f4ddb70f7930,679,470,9
0b68675a-2fdb-4735-b188-26022699ef1f,394,364,8
5764eb87-379d-49bd-bab6-a9e06e9e528d,302,280,1
e36b26f8-edbf-4d33-b9f0-c263a0d42df5,852,469,6
e44bbc9f-7fcd-4069-b8e9-5e27a1205e77,602,378,1
c0cdfb3d-e277-492d-9ee8-b9cab7b186fb,669,439,8
56d1f702-d164-46cd-944f-5b1a17a7a932,313,214,5
0c53c00e-9240-4b9b-94bd-c6a9bdcaa199,706,151,3
34bf5fe1-eadf-4b44-9a3b-6e607343480e,917,109,4
d069e5d4-a048-4e14-a219-c73c2c01c1c6,461,150,8
a4700335-9e0d-4afd-8c2d-2ed3d8024ead,946,229,1
b3786834-5844-40f3-bb78-f23c78b51bc3,435,128,7
339b797f-ae1e-49bf-9609-4f2963ff2f48,615,130,5
703d6b64-b17e-426d-b1f8-d1e0e0e5db31,15,293,1
bdc9eeab-3591-4730-b231-209e188910f4,900,410,8
3e904dbe-b99f-4484-bacf-94098d557adc,10,297,7
1271e5d8-50f7-47ae-b036-aa9915e394af,540,421,7
2d426b59-e19a-4a00-9289-df5a6ae1ac14,440,3,9
8385f089-e80b-4495-bcba-235886530836,988,174,4
1af72484-055f-41e3-919a-b8553ff8afcc,511,286,5
29e01897-085e-4509-9e1b-633556044d0d,336,151,9
42a53846-3998-4afa-8173-8994f3377558,573,269,3
0a692e61-2b35-4a41-ad8d-704db2edd974,677,173,9
69362584-678a-4d3f-ac91-58c80b12b9e6,869,266,8
d95886ba-4102-4fb5-a2b0-3ece3886bce4,416,13,7
4fdce56c-90eb-4765-a4bb-4ed7250ff98c,256,423,8
d29b909a-6c50-4b4c-b3c1-c0ec53a20e35,910,299,8
5b8ddca1-78ba-4a49-af7e-f93503a61779,388,159,8
504f8ac2-80da-44e4-ad18-5d9fbb1f948c,517,444,6
a122e937-e9d4-4192-8c1e-c8bb9ac8593e,842,219,4
d76b8fca-24e3-4620-9fec-8382952e824c,783,198,2
a9e72430-9aa2-42d8-9547-1d7b9a7c0298,312,396,9
0df3e996-c0a2-4ceb-8eb4-3117a7929838,995,366,8
3eb4647c-c7bc-4234-b68f-4cf70ace9f55,285,232,6
25eb4e1a-67bd-436c-b5e2-15007fac414a,4,28,5
5233a44a-29be-4d39-8cd9-01e431478f10,546,138,1
f098bec6-acd4-4018-ba47-0f4fcae09c42,421,283,2
8b0434e5-0700-4570-9e55-5d83401c8acb,542,499,9
cda086aa-c97c-4842-b110-08f9dbda82f3,595,263,4
b3b49f51-6ccc-4195-866a-29622e666efe,839,491,7
e98644b7-1f23-4fc1-abed-b2cbeacaeea8,687,4,6
42942c78-dbf4-4784-aa84-a1bcc05e72e7,429,287,1
6d7607e0-3826-4068-96e0-601500f553c5,224,95,3
57b27b60-c896-424d-bc8d-a23c77961ba1,964,344,6
9386f674-5ceb-40ad-9f37-8a7a4fdef130,711,27,8
42408ee9-404e-4627-bb40-1956b71e75a4,36,407,3
9c8fbb13-edb3-4472-a155-9dbad697f4e5,898,95,7
f96e4c43-04fb-4cc8-b7a0-74d52b87874b,955,455,7
802a5094-8106-4ef5-9a39-7848ccceff42,800,381,1
ba4fe941-529f-488a-9534-40ccc8b60878,907,189,5
1df07ed8-11a6-4b81-8fce-b9d9239f19d7,775,498,5
51bae7ac-6f07-4bed-b10f-f112724cdb11,53,157,9
e512cacc-12d4-45fe-bf95-b99bb1df8554,68,69,1
1482a7aa-ff7b-418a-aba6-6ff7fcd68d92,147,451,4
775b0542-12fc-4e59-aa5e-351d53ef849d,767,164,6
be6f1106-872f-47c0-9dd2-e97e398ec74b,898,218,5
941f2274-76ff-4dfd-83bb-610fb4364a51,690,172,6
a9f333f7-8b92-4769-89c6-6c8d887f96ba,36,456,5
fc74c435-2542-43b7-a002-283782278a4e,862,312,9
4ddb3815-c2a3-4aa8-92a6-22a4284044c4,739,53,7
b1cb02e2-be3e-4b85-a9ad-fc057061365e,8,274,1
c9452c9b-f592-4eb9-9598-20bea77f9c56,781,132,6
b811de51-c5f5-4766-9644-75a4c301b5b1,239,356,1
8d290b44-72b5-4317-8be1-e3c884c8ae2a,549,161,9
6d233d03-e3b7-40d6-84a3-40b386291dc5,776,307,5
68147f6e-6e9f-4d59-829f-94338ab9c21f,692,30,2
8c9e7369-d168-4869-ac88-79cb838276e0,330,390,8
30004ad1-b034-436e-833a-6066e4a0e6ec,306,17,2
7f8a0381-0657-4b95-b182-ed495246a25b,52,37,5
24f2d93b-66fa-47ef-9401-8ea44c8946fc,250,359,1
90bef2b9-463c-4df5-9ef1-13e67dbfd99b,490,405,2
ac35104a-bc89-4650-9b64-7c89f32aef75,458,22,4
b8344fe3-57d3-4fa9-957c-7959aa963771,26,241,9
7dbc0ffa-bd09-41d9-944c-0c0182457065,128,250,9
708e1548-5012-41d0-8d85-fa5ea6dbe770,18,160,3
58081ae5-a8f3-4e51-a938-4d7940bc4d49,204,160,5
e75e6287-8563-4801-ba38-c29a21ae602a,394,360,5
15d1027c-001d-49f2-a583-2a9055acf51d,529,372,5
1bf36013-5f1f-4f71-9fed-26ccae6b0909,474,92,3
41e540c0-ebaa-4f49-a8a4-498f69b53e62,259,381,8
00b0f445-8f53-4585-a7c6-c1646a1f0aa9,584,429,6
69582e79-8f4b-4458-9574-7399caaab1b9,921,171,9
076f84f4-6667-4dbe-aede-63a07509513f,564,236,8
031298d1-8ce5-4d4c-9e82-0bac06210d3c,358,334,4
8e855c73-0ac1-4d50-8876-606486ccbb11,920,166,9
19ae7aef-3af4-4c31-90de-c2e5cdaea716,205,363,9
3aebac9d-77e0-4d17-8c5e-4a75be7d1a09,974,16,2
21efb240-b3a7-4b24-9946-727636410121,233,480,6
7d589cac-4804-433a-92e4-3f7c3b464247,179,332,7
32e61e34-e9db-4452-adfa-66dd0aa94dcc,518,59,3
0fbdf668-b28e-4961-be82-f3c362dd0b27,315,424,8
7fbdb4a0-e681-47fe-9105-63f79e2087e5,681,242,6
5c0886ee-2245-44db-98b9-5b338452f2c4,469,127,5
66760ccb-7390-4c26-a0fe-75e4e2555986,375,75,7
625efbc3-2617-4296-af80-bd9894352592,360,491,8
fc62b211-defa-4b6a-8b77-81a6946cfd32,989,194,7
0689376c-6725-42db-805f-4e508692bd17,904,331,7
04fd3851-de30-43cc-bcc4-039fd182bbbe,294,426,5
c01802e0-448c-4edf-b078-af5f50ae79ba,262,136,3
43903b15-8c4d-4a8d-953d-94b5f391bac0,139,279,4
8accbab0-1bc2-405c-b697-08397a277b0a,682,176,1
620aea94-25cc-4cad-94a8-b11ec29fe4e6,183,56,4
f509fcc4-e288-48e1-b660-330631ea7a9c,963,212,3
00be29e4-eab1-4a59-99bd-a6eaff62f59f,988,256,1
2d3c3246-01f2-481c-9c9d-92650e2da1d0,859,13,7
6be05bdd-53ca-4037-8168-00f675bfb9b5,153,466,4
1bb2583d-f108-4eb5-aae8-283809221ec0,617,416,4
44112a0e-cbd0-488b-8467-aed37a541d9f,891,402,6
6717264c-564b-4426-9565-a500a55542b4,437,196,1
0e5c9332-e631-4efa-b569-8425b7371c20,496,26,3
bbb1aedd-de22-4d6d-9f74-496e9d3db915,329,257,1
d7a233bb-ca2f-476d-8275-d44e4f187d21,60,496,2
aa831434-5a7f-4404-950e-be6c9ec5b6ae,61,69,1
bc460b4e-e5f4-4db6-b1df-42eeb40bc72a,744,12,2
165be916-e0a6-4fe4-bde1-7d39c1c57358,132,198,6
6568fbf9-9044-4841-b0bd-2843d32d76f8,848,366,2
6a7bd31a-7a87-45ce-8b48-3c554309f0f4,52,235,2
95d1cdf2-371e-4ddc-a9a5-f17467c2f2e0,744,71,1
89065603-9971-4e3d-af71-0286d6c748b3,282,496,5
4a119914-dc47-44bf-b66d-2d045ac0bb85,175,286,2
1539266b-65a2-43c7-b398-f423512fff36,39,296,7
c59d7535-d4b7-43f4-9df1-1fbda98951ca,301,259,6
e58878c8-09e5-4275-9f75-577e672ba484,94,247,7
d74ad598-3496-4946-8f56-1372ea6beff9,523,79,5
1aa98397-a5c3-46eb-b93d-9f166c24365d,850,15,8
2e961e29-e2ee-4dfb-8ef6-f810153c0dbd,439,381,7
51c003c1-5fb1-4599-a9c1-bd8d2253fd09,826,218,4
25e1f310-9e93-4e00-a0d0-42f42d3c1e41,545,335,3
2c12d3c2-6c20-4e55-a74d-0265d6ce2011,816,420,5
43bbdc19-23ab-4a06-929c-ef878b6b5954,722,406,4
064115e6-c8f1-404d-9975-c98162745bb5,77,216,5
e2a54d48-52ec-4f7f-bf2c-b1ce028309b2,768,72,3
cf4b6520-9531-4555-ab37-666050706f4d,659,412,7
4aaae72e-aaf0-4ab9-a73a-623314afce68,767,170,4
7942a4d6-5eb9-447b-a0d4-2f7c0ec93dd3,252,176,9
cd62d860-6560-47dc-bdfc-faa37d516ec7,991,343,7
5b945b63-11cc-41d4-908f-6e5b02a6e1d0,324,297,6
4e29a9e3-6f65-45d0-948d-edc524059222,816,93,9
037275a6-9947-4c3a-8ed0-9414d4a6703c,232,465,5
4c74783a-d467-47f0-863e-384763f9c212,584,161,1
2fd5e71e-db54-407b-b137-887e3589b07e,434,192,2
9bdab84f-7eca-429c-8f1a-905c39517b12,180,11,1
12265cb4-b0bb-4249-aea3-299fdb647754,470,44,1
ce9d5704-f77f-46d5-abb8-45fece47acd5,326,363,8
7b0dca64-95d7-4412-a165-3aa416187f8b,824,162,4
6a2f51bc-2d06-466d-8ad7-a42f38870912,302,422,5
8c20e087-eec7-4031-98be-990549a1f578,280,435,2
39256b45-b6a8-4c9e-8339-1d7d3a7d7762,832,350,7
8d0f1ca9-ba4b-4180-8a01-688d0ed727d1,402,94,6
45ce2a3f-fda6-4ce0-9880-88053c5cc825,256,298,7
9d8b0bc4-b15f-41e9-b4db-c90075b2f7c4,550,170,1
d4129ade-621e-470a-b427-f6c693f4b6a1,779,185,4
4cc0315a-f4a6-497b-bccd-6e417dc07ac5,165,463,6
dcd3a69d-2789-4d50-8b75-8a3b91a7fba0,412,366,9
d110242e-7b09-47e9-a60a-293504ae116c,477,235,1
239177d0-d81d-412d-980e-fe14d8af200d,268,145,6
fb77091f-aea3-46ad-9186-c1fea760164d,155,397,4
1c64cce4-355d-490e-a5ca-0ca491343552,620,182,8
d4c4d710-6f0b-42c4-b0f2-3f70caadc250,169,265,2
885097d9-67d8-47c4-bdcf-e2f14c8d9733,19,86,1
83f1bc50-9058-4319-b545-b5d494895743,822,465,3
693ee7f8-cca2-4953-9001-b8ad22310a99,814,112,3
8ccad680-6e48-45c5-83cf-d474c7b1e16f,313,203,2
c39112e2-af65-4a05-9175-44c9aced1180,669,17,7
73d6466f-5932-4dc4-b6c1-7610fe2891b5,40,254,1
dbfbd744-b43f-46d0-abe4-5d2a040a86f1,748,374,8
1488d4c9-6709-4678-9a4f-5769902c2273,574,11,7
5cbb6764-8ed4-4b4f-b622-ef637ddd6b8e,727,350,9
d9785a56-426c-4a6e-a1a1-e12513da815d,900,391,2
f3c14390-b445-4000-9d2a-be572ad95c04,353,399,2
004a9614-195a-4ddc-9779-0307e994c55c,200,36,9
078461cd-b148-4390-9fc4-7138b047e1a5,447,374,6
e56339b6-c4f7-4509-ae89-729e6c7065c2,802,188,9
a45f3d82-7eb2-427c-ae8a-fb51def9cad3,845,277,9
c3293a1a-2c3c-4ce9-982a-af6b981e6c03,761,408,8
af090e24-980a-473a-89da-52d7383c3e0d,495,5,5
b5f7a2fd-5c9a-4b67-9fdf-50ff09558ebe,714,271,4
36be7ff0-f772-40de-b3c7-0ed20b7678f8,47,264,5
1472eb35-f0a5-4265-a8a9-8195731f0275,680,30,8
1cc5c8cd-52d2-4c40-bad8-9b5b8c9ce867,140,202,9
90163654-4dd0-4c1f-9e27-6e09ad387ff6,747,314,8
243d000c-b765-4b25-abba-05bb86e75b3d,367,394,7
73c69d2e-de7a-429d-a594-35cebe89ea01,290,40,5
